Vx,Vy,Ax,Ay,yawrate,Steer_SW
113.373874741294,4.08517709900025e-06,-0.342024556156484,-4.14293513331635e-05,0,0.423117162297461
113.363514525848,-0.000821938997273719,-0.390542764995282,0.195628811195418,0.0258460697077473,0.198967534727354
113.351907704862,0.0188645929616754,-0.407184492122266,0.940586425847039,0.240983793231786,0.408407044966673
113.339749865426,0.0599820080100187,-0.434909409637389,1.71867260847644,0.723587979999947,0.51942934227187
113.326504824436,0.107920985069553,-0.446672664254322,2.01428235528691,1.38840901999665,0.551468606047299
113.313032033918,0.14829017985648,-0.449869265665568,2.14430274948407,2.11418635937186,0.581810992199415
113.299476686367,0.178034323540435,-0.454404928869185,2.24892293448061,2.87142858416167,0.610284497544223
113.285731364946,0.195192335004187,-0.457654702404738,2.33498146378892,3.64184182173047,0.636813208736036
113.271881386159,0.199737123979867,-0.460382272757788,2.4299812324482,4.41653021661681,0.661375366052329
113.257906513579,0.191862628268536,-0.463564229155892,2.53260076202733,5.18997872135631,0.683970909133946
113.24379752215,0.172038415112321,-0.467145226761135,2.64647633883393,5.95773849826459,0.70461135886278
113.229530963208,0.14075942827596,-0.470761708533046,2.76775261085444,6.71581574390677,0.723309798628986
113.215092443275,0.0986327681494835,-0.474373011158118,2.89867617550352,7.46091413758348,0.74010953775613
113.200457123883,0.046284541710866,-0.477706481732503,3.03778065224287,8.1901072395055,0.755062673410951
113.185602957678,-0.015613940967868,-0.480684012348957,3.18441737557995,8.90066176870961,0.768224963970237
113.170505148673,-0.0863744768695909,-0.483324517879036,3.33782796371314,9.58985017718162,0.779655818620336
113.155138516616,-0.165258225941235,-0.485854949232753,3.49937274231196,10.2552189421068,0.789418521059474
113.139472099214,-0.251468663646781,-0.488390053695976,3.66555701304233,10.8953600445605,0.797577903580517
113.12348393779,-0.344421619647716,-0.490836818979276,3.83080037368988,11.5087593746369,0.804199828085121
113.107152914273,-0.443570767020024,-0.493292822710041,3.99602731708507,12.0928365272107,0.809354576557784
113.0904563719,-0.548250005359873,-0.49581298856619,4.16199792723147,12.6455786132289,0.813118540517286
113.073372688523,-0.657788851405174,-0.498266715834325,4.32787309095922,13.1655549831174,0.815573230824912
113.055888234852,-0.77144137851697,-0.500568947719124,4.49646828809411,13.6495396835648,0.816804626277929
113.037985795481,-0.888527549735696,-0.50302474804198,4.65727167942861,14.0970178249867,0.816907084965186
113.019649586147,-1.00867349700006,-0.505475909368191,4.81107657731407,14.5125490642291,0.815968505767633
113.000865982175,-1.13140345226797,-0.507954540441804,4.96283737943056,14.8986923572541,0.814065079888061
112.981624274706,-1.25621054704235,-0.510248018523214,5.11212375861881,15.2564285299984,0.811269327008006
112.961922789624,-1.38262615472686,-0.512457286807041,5.25824832158477,15.586429272234,0.807648749129104
112.941752572037,-1.51024360022041,-0.51462311854373,5.39873487699579,15.8893478682968,0.803249033796116
112.921113756904,-1.63880407335789,-0.516392810468692,5.52967907767917,16.1663975709236,0.798111485110095
112.900013440193,-1.76819971322836,-0.517795148243363,5.65165233664946,16.4198794493039,0.792275238590426
112.8784574714,-1.89816976497631,-0.518899640145941,5.76979546520887,16.6502631810678,0.785776188613826
112.8564538044,-2.02837719447023,-0.519689957378127,5.88429682038192,16.8574665475715,0.778651439913383
112.8340109047,-2.15847688074594,-0.520220153845967,5.99538611624806,17.0416143606058,0.7709387820096
112.811139383056,-2.28817136287393,-0.52045846018434,6.10071873787333,17.2023521829694,0.762677134236527
112.787851120177,-2.41718518406652,-0.520456934936173,6.2016981988717,17.3405178336092,0.753906516739325
112.764157682886,-2.545332411046,-0.520129869980451,6.29375721675018,17.45853178337,0.744663817594888
112.740072551939,-2.67243667908952,-0.519615253663963,6.38330807812663,17.5582349535606,0.734978847438456
112.715610121182,-2.79823012202965,-0.518872352482994,6.46982492314938,17.6396844004228,0.724880194121906
112.690786631513,-2.92244749841168,-0.517924069352361,6.55418620248177,17.7029191756358,0.714396632078524
